customer_id,week,salary_delay_days,savings_balance,discretionary_spend,utility_payment_delay_days,atm_withdrawals,failed_autodebits,lending_app_txns,liquidity_ratio,stress_type,default_next_30_days
7,11,0,55027.52355369201,14295.981206068249,3,0,0,0,1.7858376019275055,Stable,0
7,12,0,55716.35554589066,12495.161577842307,6,3,0,1,1.8081926343483032,Stable,0
8,1,5,36268.46812466011,9954.887210618364,1,3,1,1,4.524401216335905,Severe,0
8,2,6,27704.301447764945,6487.659021754233,8,5,1,2,3.456042718351754,Severe,0
8,3,5,23065.290745490463,8631.962972547602,6,3,1,0,2.8773376682287517,Severe,0
8,4,6,18409.551587040463,8614.890053770674,6,3,1,4,2.2965457847934685,Severe,0
8,5,6,16076.377717120507,9046.649184981641,9,4,0,3,2.005488146000848,Severe,0
8,6,4,12073.672870176846,7355.136171317142,1,1,2,3,1.506160669144111,Severe,0
8,7,4,10479.341328838287,3646.1422106477394,2,3,1,2,1.307271773696932,Severe,0
8,8,4,7960.2565497769165,8990.682278389299,1,3,1,1,0.9930222112598269,Severe,1
8,9,7,6519.843013397436,4596.79288564125,9,2,0,2,0.8133342042113325,Severe,0
8,10,7,5084.590936495474,8125.063359515006,7,1,1,3,0.6342900763985941,Severe,1
8,11,4,4034.415444396271,5175.326323618446,4,1,0,0,0.503283295039964,Severe,0
8,12,5,3333.9211492741993,9909.244652787142,7,2,0,2,0.41589837351548037,Severe,0
9,1,0,190907.13323131506,27345.903102984408,2,3,0,0,12.11567950842238,Stable,0
9,2,1,189522.03049485583,28020.149551428698,5,0,0,1,12.027775716892256,Stable,0
9,3,1,188948.18079192055,25525.827559831905,1,0,0,0,11.99135707203029,Stable,0
9,4,1,188338.85861378114,15195.143624010574,9,5,0,0,11.952687211440189,Stable,0
9,5,0,191041.29719326296,17845.025809221497,9,3,0,1,12.124194054406217,Stable,0
9,6,0,193102.17560460704,33431.87862585578,8,0,0,0,12.254985093562505,Stable,0
9,7,0,194703.0809360056,31807.4509812633,0,0,0,1,12.356584523558912,Stable,0
9,8,1,196075.35963824863,17412.319688396707,2,4,0,1,12.44367445399365,Stable,0
9,9,0,198362.86948038518,15153.154806309803,9,1,0,1,12.58884836997356,Stable,0
9,10,1,199025.16932780566,11847.308057728473,6,4,0,1,12.630880391271061,Stable,0
9,11,1,198120.1835591892,22570.09471436912,8,1,0,1,12.573446615242613,Stable,0
9,12,1,198896.72800575956,14234.456925764624,0,4,0,0,12.622729025383318,Stable,0
10,1,0,49740.514231849564,17146.25924736731,1,5,0,1,6.8141359667901,Stable,0
10,2,0,49897.66792186013,7240.246705525547,7,4,0,0,6.835665028721854,Stable,0
10,3,1,49796.212387834035,17561.468647795853,4,1,0,1,6.82176626200998,Stable,0
10,4,1,49419.92314530145,12565.474130419394,9,1,0,0,6.7702170148609495,Stable,0
10,5,1,50406.912396287466,9680.335774928984,5,5,0,0,6.905428302034829,Stable,0
10,6,1,51229.2420375142,13817.629850891319,8,2,0,0,7.018082263727342,Stable,0
10,7,0,51386.52410886993,8454.163559280516,3,4,0,0,7.039628913091696,Stable,0
10,8,1,51045.9296441836,7382.053615971513,6,1,0,0,6.992969624828394,Stable,0
10,9,0,50739.96171987217,11916.136252091505,1,4,0,0,6.9510539536711455,Stable,0
10,10,1,51313.85834128737,8231.307070521298,8,4,0,1,7.029674162360115,Stable,0
10,11,0,51063.34581612548,12588.900962483272,2,4,0,1,6.995355530271185,Stable,0
10,12,0,50590.46513065554,16082.063970230318,0,4,0,0,6.930573866136361,Stable,0
11,1,2,214655.98125090823,27751.929966667478,0,2,0,0,5.5946711816279615,Moderate,0
11,2,3,202915.5024314625,29416.672085295573,3,2,0,0,5.2886740315513965,Moderate,0
11,3,3,189892.6072911752,25677.920487680967,9,4,0,0,4.949252713225472,Moderate,0
11,4,2,181882.42905048217,34001.10586193552,1,3,0,1,4.740479991861021,Moderate,0
11,5,2,179315.83872392724,33225.527272046085,2,1,0,0,4.6735858440653555,Moderate,0
11,6,2,175552.61205772462,28188.57524026176,9,4,0,1,4.575503248571648,Moderate,0
11,7,3,170168.51848093214,25795.095811867075,3,4,0,1,4.435175301510812,Moderate,0
11,8,3,163300.30418544632,29064.926979578046,9,1,1,1,4.256166077708729,Moderate,0
11,9,3,153213.83697956725,20020.00884028846,0,4,1,0,3.9932781438514073,Moderate,0
11,10,2,143425.422572631,31031.39814645287,7,3,1,1,3.7381584883114742,Moderate,0
11,11,2,138598.47207904162,24135.26785751265,8,5,0,1,3.6123516011040615,Moderate,0
11,12,2,133740.05573802613,16173.181401692664,5,4,0,1,3.485724605978974,Moderate,0
12,1,0,278449.5186226206,14772.193517555603,5,5,0,0,6.819198092488149,Stable,0
12,2,0,280187.2884182446,22381.26033851466,7,4,0,1,6.861755883696125,Stable,0
12,3,0,283565.46607970167,32132.127024878955,7,4,0,0,6.944487083157507,Stable,0
12,4,1,282481.2420769607,24334.412477416736,9,5,0,1,6.917934556552706,Stable,0
12,5,0,286090.5527563936,31963.650405603545,6,1,0,1,7.006326178208706,Stable,0
12,6,1,286176.1021500001,23651.88013959643,5,4,0,1,7.0084212734510345,Stable,0
12,7,1,289984.19386787934,16293.469857513379,1,1,0,1,7.101681020880429,Stable,0
12,8,1,293587.42700659676,38560.63229886215,3,0,0,0,7.189923804232599,Stable,0
12,9,0,294456.35217839526,15215.038915049203,8,2,0,1,7.211203686142087,Stable,0
12,10,0,293065.5489937838,20991.809364193377,9,4,0,0,7.177143069085024,Stable,0
12,11,1,291403.0469331215,35937.99725600605,3,2,0,0,7.136428576429747,Stable,0
12,12,0,290524.86724646494,18747.489140032503,8,1,0,0,7.11492205246902,Stable,0
13,1,1,129565.27903483428,14054.817371853624,2,4,0,1,5.615853798286619,Stable,0
13,2,0,129405.58577331327,11784.119339176836,9,1,0,0,5.608932082716258,Stable,0
13,3,0,129091.08909134154,20983.371714051187,6,0,0,1,5.595300595954093,Stable,0
13,4,0,128200.90946022613,17147.429938317724,8,3,0,1,5.556716812553196,Stable,0
13,5,1,129549.48737672281,10233.457347925523,0,3,0,1,5.615169327540697,Stable,0
13,6,0,129434.45408905979,8792.194713210272,8,0,0,1,5.61018334572316,Stable,0
13,7,1,130133.11734460571,9002.800661013876,2,5,0,1,5.640466078308685,Stable,0
13,8,0,131695.92306618494,19867.38720582266,3,3,0,1,5.708204044165689,Stable,0
13,9,1,131314.72712526156,9858.444868923962,8,1,0,1,5.691681556901563,Stable,0
13,10,1,132669.07149068214,17534.51904064336,6,4,0,1,5.750384011798375,Stable,0
13,11,1,133155.5694348341,20622.857009201314,2,0,0,0,5.771470689864262,Stable,0
13,12,1,133189.18659159387,10132.575623229395,0,2,0,1,5.772927785768993,Stable,0
14,1,0,140398.09195163642,13991.212207813218,8,2,0,0,9.490759716550654,Stable,0
14,2,0,142435.71936141455,17120.119493793,6,5,0,0,9.62850113361153,Stable,0
14,3,1,142337.59919356913,22784.72118614153,9,1,0,0,9.621868316003942,Stable,0
14,4,0,144982.94798314178,13346.870036124847,0,0,0,1,9.800691043430685,Stable,0
14,5,1,147341.90084238318,13926.33282042988,1,5,0,0,9.960153714600336,Stable,0
14,6,0,147264.050375854,23312.45823375781,3,1,0,1,9.954891106958174,Stable,0
14,7,0,146213.5824930712,25240.17850975935,2,2,0,1,9.883880610114103,Stable,0
14,8,1,145514.5100062527,9860.266632645726,9,1,0,1,9.836624063357531,Stable,0
14,9,0,144833.58080091595,9153.442920543785,8,5,0,0,9.7905939828771,Stable,0
14,10,1,145182.8007729208,21281.98154333426,3,4,0,1,9.814200876649275,Stable,0
14,11,1,147084.78792324624,20402.598737431803,4,4,0,0,9.942773158343273,Stable,0
14,12,1,146336.40121541035,14431.665902820563,1,3,0,0,9.892183023389178,Stable,0
15,1,0,79167.62550724848,5453.988331523903,1,5,0,0,12.207491576423655,Stable,0
15,2,1,79598.04830573499,11128.032493167522,6,3,0,0,12.273861922296208,Stable,0
15,3,0,78931.84789940808,4772.8725927424,5,0,0,1,12.17113513471937,Stable,0
15,4,1,79865.16272253575,11841.770490740953,1,4,0,1,12.31505043808336,Stable,0
15,5,0,80134.83531883755,11124.528105374524,7,2,0,0,12.356633420099728,Stable,0
15,6,0,81143.36621874869,9204.912179252013,5,5,0,0,12.512146894027287,Stable,0
15,7,0,82757.04282281746,8970.191630514519,7,4,0,1,12.760972640979086,Stable,0
15,8,0,82898.46355401655,12803.798183039995,0,3,0,1,12.782779438565639,Stable,0
15,9,0,83636.30633748526,8444.143026096637,4,3,0,1,12.89655333927578,Stable,0
15,10,1,82841.77368150257,12642.8334886715,1,2,0,0,12.77403797212972,Stable,0
15,11,0,82808.67701713214,9260.238975773991,8,0,0,0,12.768934531816575,Stable,0
15,12,1,83762.73095740876,10717.278133858663,7,2,0,0,12.91604776610594,Stable,0
16,1,1,137403.97444572064,13583.804762815222,1,1,0,0,18.52006739237321,Stable,0
16,2,0,139106.766238717,9177.964976908408,4,2,0,0,18.749579085093064,Stable,0
16,3,0,141814.85250398805,12553.115053581561,7,4,0,1,19.114589925132428,Stable,0
16,4,1,140691.57012727234,15330.108944232728,4,5,0,0,18.963187715688637,Stable,0
16,5,0,139407.77316440447,14804.324932820196,0,2,0,1,18.79015046282643,Stable,0
16,6,1,138246.7628644458,20071.946547721334,6,0,0,1,18.63366307528752,Stable,0
16,7,1,138879.45860114563,15154.280713404933,0,5,0,1,18.718941304900714,Stable,0
16,8,1,139370.24501070083,17327.466163601213,8,3,0,1,18.78509221077436,Stable,0
16,9,0,139916.30988180553,10604.048670286966,5,5,0,1,18.85869385333428,Stable,0
16,10,1,142514.26479138978,14687.980114566602,2,5,0,1,19.208860580329894,Stable,0
16,11,0,141642.27964863385,12452.426091854904,1,0,0,0,19.091329601519906,Stable,0
16,12,0,142124.7452438777,18170.39032579558,8,3,0,1,19.156358982034277,Stable,0
17,1,1,174980.81562804995,17867.734745198468,5,2,0,0,8.772093001258709,Stable,0
17,2,1,178399.46427363777,22679.85691394894,0,2,0,0,8.943475811140388,Stable,0
17,3,1,181784.61195963464,13120.654261401743,4,2,0,0,9.113179159578776,Stable,0
17,4,0,183880.01436509777,24826.77002889347,1,3,0,0,9.218225331125122,Stable,0
17,5,0,183866.67257800535,14549.851411438096,7,2,0,1,9.217556484104621,Stable,0
17,6,1,187521.90699729443,25287.884135305503,2,5,0,0,9.40079975081543,Stable,0
17,7,1,186810.0607645537,27709.240248467824,9,0,0,1,9.365113659550028,Stable,0
17,8,1,186856.22369961033,16304.09546492478,6,1,0,1,9.36742788787314,Stable,0
17,9,0,189614.8189169319,12572.781113859974,2,1,0,1,9.505721069970374,Stable,0
17,10,1,191224.4064872431,10594.377654624855,2,5,0,1,9.586412497826403,Stable,0
17,11,1,191427.43989272555,24688.9116436482,8,0,0,0,9.5965909160082,Stable,0
17,12,0,194952.49734559556,17625.44238040368,3,3,0,0,9.773308184700591,Stable,0
18,1,0,141982.83117349973,27241.65953496712,6,3,0,1,5.4062338811277915,Stable,0
18,2,1,142871.75899948197,27843.11245812414,4,0,0,0,5.440081295572077,Stable,0
18,3,0,142226.94897550833,20242.992996952526,1,0,0,0,5.415529074929024,Stable,0
18,4,1,142509.94363386236,28120.959275010195,6,0,0,1,5.426304570089437,Stable,0
18,5,1,143508.33309883735,27161.509186677315,6,4,0,0,5.4643199196038665,Stable,0
18,6,1,142130.4286689456,19760.778120369527,3,4,0,1,5.411853902746278,Stable,0
18,7,1,143627.4971202051,19025.071947379143,9,5,0,0,5.4688572891182305,Stable,0
18,8,0,145721.1589321885,19656.671637573352,4,4,0,0,5.54857696599759,Stable,0
18,9,1,146920.93269630036,11071.012003405234,2,3,0,1,5.594260359684139,Stable,0
18,10,0,148029.88114452438,14530.814194423438,8,5,0,0,5.63648542748749,Stable,0
18,11,1,150896.9861550965,18999.453786348688,7,5,0,0,5.745655248379181,Stable,0
18,12,1,151746.00281963445,22173.956552379124,1,3,0,1,5.7779829785669135,Stable,0
19,1,1,29543.497019880513,3687.588742382733,7,3,0,0,4.411065738667689,Stable,0
19,2,1,29886.198751464133,3699.4529899751146,1,3,0,0,4.462233678121618,Stable,0
19,3,0,29833.14839156084,5046.465085906703,9,1,0,0,4.454312861407336,Stable,0
19,4,1,30310.41524084593,6729.6434006147065,6,2,0,1,4.525572382433796,Stable,0
19,5,1,30644.14614817534,7746.822725581177,0,0,0,0,4.57540091052797,Stable,0
19,6,0,31198.342198607857,6236.986248355504,0,1,0,1,4.658146538404142,Stable,0
19,7,0,31255.30147488077,8296.572412488807,6,4,0,1,4.666650985656871,Stable,0
19,8,0,31260.250341592822,3418.0235273465646,7,1,0,0,4.667389888583092,Stable,0
19,9,0,31824.06669914988,7544.936188323255,2,2,0,1,4.751571900483943,Stable,0
19,10,0,32083.026236441507,6324.64219766743,8,3,0,1,4.790236502100998,Stable,0
19,11,1,32506.36275426169,3730.8391249114457,9,4,0,0,4.853443820057532,Stable,0
19,12,1,32480.76829421075,3293.2629943188745,2,1,0,1,4.849622375163773,Stable,0
20,1,3,113987.52262293982,15745.773120852404,0,0,1,1,5.493230664681501,Moderate,0
20,2,3,111202.94524740112,21703.237593795366,5,2,0,1,5.359037680436318,Moderate,0
20,3,2,105327.58159621159,25938.92545139612,1,4,0,1,5.075895043135294,Moderate,0
20,4,1,99207.18364825092,15300.342293620384,9,2,1,0,4.780943833440126,Moderate,0
20,5,1,93016.47954695264,17821.911656225024,9,4,0,0,4.482604464159217,Moderate,0
20,6,2,90606.00932045745,9595.376289032165,1,4,0,1,4.366440267764792,Moderate,0
20,7,1,87845.6164616927,13730.303667134407,9,5,1,0,4.233412771865143,Moderate,0
20,8,2,82295.42168903878,26910.82084297795,0,3,0,1,3.965940513336017,Moderate,0
20,9,3,77103.34981586122,20943.533480484453,4,4,0,1,3.7157267375588656,Moderate,0
20,10,3,72064.57015854947,10810.055626097832,3,5,0,1,3.4729003449046587,Moderate,0
20,11,2,69776.09839703114,17343.52484757313,7,1,1,0,3.3626154385714084,Moderate,0
20,12,1,65385.81151672913,10682.93261801109,5,1,0,0,3.1510408910886967,Moderate,0
21,1,3,178499.53786704593,10231.053646188338,7,3,0,0,5.172502108116831,Moderate,0
21,2,3,168177.33630513138,27805.05393744574,5,4,0,1,4.873388676354457,Moderate,0
21,3,2,163770.31835456958,10442.09218409722,7,0,1,0,4.745683529819184,Moderate,0
21,4,3,157873.12768966766,14921.567593828484,7,2,0,0,4.5747966383982535,Moderate,0
21,5,1,154745.0901992005,19093.09874859529,2,3,0,1,4.4841533756366365,Moderate,0
21,6,1,146992.27926600317,18735.120255278795,6,5,0,1,4.259494917833437,Moderate,0
21,7,2,136896.68914105912,23945.861465749233,2,5,1,0,3.966948159293077,Moderate,0
21,8,2,128073.83404901398,12995.318974472766,7,2,0,1,3.711282306548939,Moderate,0
21,9,2,120194.04298207434,11036.229119965501,7,3,1,0,3.4829442593343636,Moderate,0
21,10,3,118227.72034769093,14178.793049529038,3,4,0,1,3.425964795448235,Moderate,0
21,11,3,112343.85176416274,10247.810894452588,9,5,0,0,3.2554639470099,Moderate,0
21,12,1,107182.5751972696,23663.369990982123,0,1,0,1,3.10590213726049,Moderate,0
22,1,0,121677.62004975646,12367.027278126574,1,3,0,0,6.268828667990089,Stable,0
22,2,1,121845.35286215311,10389.064280252922,4,1,0,1,6.277470259290814,Stable,0
22,3,1,120884.25632029124,16230.868850377788,8,5,0,1,6.227954583755197,Stable,0
22,4,0,121684.87014023606,12805.353764265179,9,1,0,1,6.269202192513543,Stable,0
22,5,0,122819.7507546341,21846.502436577197,2,4,0,0,6.327671220157044,Stable,0
22,6,1,122406.11183755439,23336.569857288694,8,2,0,1,6.30636055102557,Stable,0
22,7,0,121794.52439528627,24631.529216582494,3,5,0,1,6.274851577645704,Stable,0
22,8,0,122271.26406151571,12795.46092992144,7,1,0,0,6.299413196171815,Stable,0
22,9,1,123065.57580774128,21255.275524822242,4,2,0,0,6.3403361222121495,Stable,0
22,10,1,122630.4020521368,11779.847398994314,5,2,0,0,6.317915978609943,Stable,0
22,11,0,123103.90014290503,26636.48417826103,5,5,0,0,6.342310591230017,Stable,0
22,12,0,122992.11845748898,21609.190519546006,1,0,0,0,6.336551600925919,Stable,0
23,1,0,59511.79219981192,28638.548066190062,7,4,0,1,2.389704466141142,Stable,0
23,2,1,60000.014259547046,26441.24335764996,7,4,0,0,2.4093090922747398,Stable,0
23,3,1,60771.95196315439,23779.18001309321,0,5,0,1,2.4403063603741373,Stable,0
23,4,1,61746.22933631048,18263.699120649642,8,1,0,1,2.479428606635421,Stable,0
23,5,0,61393.26128297617,17427.405234505914,6,4,0,1,2.465255124334197,Stable,0
23,6,1,62065.52603618381,15553.450099106762,6,5,0,1,2.492250010957266,Stable,0
23,7,1,62024.89601697329,25137.34871304002,7,2,0,0,2.490618506766621,Stable,0
23,8,0,61709.09592783113,20879.22240198961,4,2,0,1,2.477937509345186,Stable,0
23,9,1,61763.768613849265,21574.560115729677,0,0,0,0,2.4801328988154747,Stable,0
23,10,1,62388.93034765945,15076.242622984555,8,0,0,1,2.505236357006261,Stable,0
23,11,0,63119.25748717316,21106.18029658427,4,4,0,1,2.5345627469960004,Stable,0
23,12,1,63658.49091940766,19780.114960180366,0,3,0,0,2.5562157420356533,Stable,0
24,1,1,40066.018178974475,10245.44931365053,2,2,0,1,3.3860786993643157,Stable,0
24,2,1,39728.71413913907,3796.4002262855,5,3,0,0,3.357572297270794,Stable,0
24,3,0,39621.19774682892,8790.678616916837,7,0,0,1,3.34848581994211,Stable,0
24,4,1,39772.60481072145,5552.865642206949,7,2,0,0,3.3612816069277214,Stable,0
24,5,1,40151.60402157992,9354.00445034106,3,3,0,1,3.393311771473426,Stable,0
24,6,0,40079.73231100563,10452.09458218856,0,1,0,0,3.3872377147210084,Stable,0
24,7,1,39687.781983148874,7190.772521819398,6,1,0,1,3.3541130191139694,Stable,0
24,8,1,39823.71293149255,10275.662862881525,1,4,0,0,3.3656008811399607,Stable,0
24,9,0,39675.23992937455,9523.251062994055,0,1,0,0,3.3530530590015912,Stable,0
24,10,0,39820.60870554847,7642.32302643827,7,0,0,1,3.3653385352961505,Stable,0
24,11,1,40215.643751780364,5920.721542737059,7,5,0,0,3.3987239281139017,Stable,0
24,12,0,39861.04342108524,8766.370360114754,4,1,0,0,3.368755773524874,Stable,0
25,1,0,88449.02030380304,14078.04867822444,2,5,0,1,3.029097944721647,Stable,0
25,2,0,90196.32661125221,20432.86529899138,6,1,0,1,3.088937634596266,Stable,0
25,3,1,91049.76913924664,32732.47737543687,0,5,0,0,3.1181653298110517,Stable,0
25,4,1,91349.18906591203,28309.62297785436,7,3,0,1,3.12841951104851,Stable,0
25,5,0,92310.75550035307,36871.08901443135,1,3,0,1,3.161350106551708,Stable,0
25,6,0,93216.3309273109,27276.683849436988,7,5,0,1,3.192363187930863,Stable,0
25,7,0,93121.01280841469,33288.22626822723,6,0,0,0,3.1890988451823334,Stable,0
25,8,0,93058.64129550084,36963.92871432059,8,1,0,0,3.186962819018024,Stable,0
25,9,1,92880.20476419717,37004.4573340596,3,2,0,1,3.180851934709993,Stable,0
25,10,1,93586.32127959603,16080.081611169499,4,1,0,1,3.2050341820450345,Stable,0
25,11,1,94852.74728585496,26481.53683282694,3,5,0,0,3.2484052493505255,Stable,0
25,12,0,94621.71622068182,26425.901545119967,4,3,0,1,3.240493169349197,Stable,0
26,1,0,181209.73614913473,39189.13093119527,5,5,0,1,4.692680227057288,Stable,0
26,2,1,180769.76823269107,31170.15503863204,6,4,0,1,4.681286640896246,Stable,0
26,3,1,184216.04276264945,26519.426197094333,5,3,0,1,4.770532752542461,Stable,0
26,4,1,187882.95124645613,25067.910746417318,6,5,0,1,4.86549248981743,Stable,0
26,5,0,186356.28819270403,32905.64903186481,5,3,0,1,4.825957409208818,Stable,0
26,6,0,185975.53540007,31958.988924776462,0,2,0,1,4.816097281715888,Stable,0
26,7,0,188643.16442084892,14964.059195442058,0,3,0,0,4.885179276011332,Stable,0
26,8,0,187999.9787608426,25572.862198979343,5,2,0,0,4.8685230814095455,Stable,0
26,9,1,189785.70839275676,33782.533450463525,0,5,0,1,4.9147670543473865,Stable,0
26,10,0,192030.28329122573,30444.18584845572,4,2,0,1,4.972893468899007,Stable,0
26,11,0,195700.58814208166,16500.616468408705,1,3,0,1,5.067941159861424,Stable,0
